city,locality,property_type,bhk,area_sqft,bathrooms,balcony,price_inr,price_per_sqft,data_source,record_type
Chennai,"Raghavendra Nagar, Nesapakkam",Apartment,1,495,2,0,3200000,6464.65,India real-estate dataset (uploaded),real_dataset
Chennai,Nadukuthagai,House,2,1200,3,1,8500000,7083.33,India real-estate dataset (uploaded),real_dataset
Chennai,Muttukadu,House,3,2295,4,1,9300000,4052.29,India real-estate dataset (uploaded),real_dataset
Chennai,Ponneri,House,1,1415,3,1,6000000,4240.28,India real-estate dataset (uploaded),real_dataset
Chennai,"Govardhan villa ,Annanur, Cholambedu",Apartment,2,835,3,0,3100000,3712.57,India real-estate dataset (uploaded),real_dataset
Chennai,"Ayyappa Nagar, Pallavaram",House,4,4600,5,1,28000000,6086.96,India real-estate dataset (uploaded),real_dataset
Chennai,"Vyasarpadi Industrial Estate, Vyasarpadi",House,6,2800,4,1,20000000,7142.86,India real-estate dataset (uploaded),real_dataset
Chennai,"Alex Nagar Colony, Madhavaram Milk Colony",House,4,2000,3,1,25000000,12500.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Tiruninravur ,Nemilicheri",Apartment,0,512,2,0,1800000,3515.62,India real-estate dataset (uploaded),real_dataset
Chennai,Iyyapa Nagar,House,3,1577,3,1,6150000,3899.81,India real-estate dataset (uploaded),real_dataset
Chennai,Adhanur,Apartment,1,575,2,1,2050000,3565.22,India real-estate dataset (uploaded),real_dataset
Chennai,"WATER FRONT THE BLUE BAY PARADISE,Kovalam",Villa,3,2290,4,1,13000000,5676.86,India real-estate dataset (uploaded),real_dataset
Chennai,"Lalitha Nagar, Thiruvanmiyur",House,2,640,2,0,13500000,21093.75,India real-estate dataset (uploaded),real_dataset
Chennai,"Chinnaekkadu, Thiruvallur",House,2,1000,3,0,5000000,5000.0,India real-estate dataset (uploaded),real_dataset
Chennai,Salavankuppam,Apartment,2,540,2,0,1800000,3333.33,India real-estate dataset (uploaded),real_dataset
Chennai,Thodukadu,House,1,600,2,1,2300000,3833.33,India real-estate dataset (uploaded),real_dataset
Chennai,Mahindra World City,House,2,920,3,1,3500000,3804.35,India real-estate dataset (uploaded),real_dataset
Chennai,Madhavaram Milk Colony,House,2,1800,3,1,9500000,5277.78,India real-estate dataset (uploaded),real_dataset
Chennai,Kanchipuram,Apartment,5,606,2,1,2500000,4125.41,India real-estate dataset (uploaded),real_dataset
Chennai,"Water front villa ,Kovalam",Villa,3,2290,4,1,10000000,4366.81,India real-estate dataset (uploaded),real_dataset
Chennai,"Indira Nagar, Adyar",House,10,1400,3,1,17000000,12142.86,India real-estate dataset (uploaded),real_dataset
Chennai,"MGR Nagar, Velachery",House,2,1200,3,1,15000000,12500.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Ganesh Puram, Vyasarpadi",House,5,2400,4,1,15000000,6250.0,India real-estate dataset (uploaded),real_dataset
Chennai,Kelambakkam,Apartment,4,2100,4,1,9100000,4333.33,India real-estate dataset (uploaded),real_dataset
Chennai,"Irandam kattalai ,Irandankattalai",Apartment,1,900,3,1,3800000,4222.22,India real-estate dataset (uploaded),real_dataset
Chennai,"POONJERI APPARTMENT,Salavankuppam",Apartment,2,540,2,1,1800000,3333.33,India real-estate dataset (uploaded),real_dataset
Chennai,Avadi,House,0,1135,3,0,11000000,9691.63,India real-estate dataset (uploaded),real_dataset
Chennai,"City Square Enterprises Waterfront Kovalam Chennai,Thiruvidandhai",Villa,3,2290,4,1,10300000,4497.82,India real-estate dataset (uploaded),real_dataset
Chennai,"Unamancheri, Kolapakkam, Kolapakkam - Vandalur",House,3,1650,3,1,7600000,4606.06,India real-estate dataset (uploaded),real_dataset
Chennai,"Jaganathapuram, Sikkarayapuram",House,4,2200,4,1,14000000,6363.64,India real-estate dataset (uploaded),real_dataset
Chennai,"Mullai Nagar, West Tambaram",Villa,2,4500,5,1,30000000,6666.67,India real-estate dataset (uploaded),real_dataset
Chennai,"Thiruvalluvar Nagar, Kodungaiyur East",House,2,4000,4,1,40000000,10000.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Swarnambigai Nagar, Virugambakkam",House,3,1300,3,0,83000000,63846.15,India real-estate dataset (uploaded),real_dataset
Chennai,Kundrathur,House,4,3000,3,1,13000000,4333.33,India real-estate dataset (uploaded),real_dataset
Chennai,Maraimalai Nagar Part,House,2,805,3,1,3900000,4844.72,India real-estate dataset (uploaded),real_dataset
Chennai,Maraimalai Nagar,Villa,3,2000,2,1,9500000,4750.0,India real-estate dataset (uploaded),real_dataset
Chennai,Poonamallee,Apartment,1,460,2,0,2050000,4456.52,India real-estate dataset (uploaded),real_dataset
Chennai,"Korattur Tank, Korattur",House,6,2400,4,1,10000000,4166.67,India real-estate dataset (uploaded),real_dataset
Chennai,"GK AVENUE,Maraimalai Nagar",House,2,850,3,1,3800000,4470.59,India real-estate dataset (uploaded),real_dataset
Chennai,"SHANKAR AVM AVENUE,Swarnambigai Nagar, Virugambakkam",Apartment,2,700,2,1,5000000,7142.86,India real-estate dataset (uploaded),real_dataset
Chennai,"Anthony Nagar, Kolathur",House,9,6000,1,1,45000000,7500.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Arjunamedu, Thiruverkkadu",House,4,2750,4,1,9999000,3636.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Grand Lyon, Red Hills",House,9,3758,6,1,13500000,3592.34,India real-estate dataset (uploaded),real_dataset
Chennai,"aulia ,Jamaliya Nagar, Perambur",Apartment,2,750,2,0,3375000,4500.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Vellai Thottam, West Mambalam",Apartment,0,630,2,0,3500000,5555.56,India real-estate dataset (uploaded),real_dataset
Chennai,Maraimalai Nagar,House,2,925,3,0,3700000,4000.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Tulasingapuram, Nandambakkam",House,6,1800,3,1,22500000,12500.0,India real-estate dataset (uploaded),real_dataset
Chennai,Maraimalai Nagar,House,2,800,1,1,3700000,4625.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Guru Swamy Nagar, Anakaputhur",House,3,1500,3,0,14000000,9333.33,India real-estate dataset (uploaded),real_dataset
Chennai,Umayalparamancheri,Apartment,2,1224,3,0,4000000,3267.97,India real-estate dataset (uploaded),real_dataset
Chennai,"Guru Swamy Nagar, Anakaputhur",House,3,2340,4,1,14000000,5982.91,India real-estate dataset (uploaded),real_dataset
Chennai,Chettipunyam,Apartment,2,886,3,0,5800000,6546.28,India real-estate dataset (uploaded),real_dataset
Chennai,"Unamancheri, Kolapakkam, Kolapakkam - Vandalur",Apartment,1,485,2,1,1950000,4020.62,India real-estate dataset (uploaded),real_dataset
Chennai,"Kathirvedu, Puzhal",Villa,3,3300,5,1,11500000,3484.85,India real-estate dataset (uploaded),real_dataset
Chennai,"Srinivasa Nagar,Poonamallee",House,0,600,2,0,3800000,6333.33,India real-estate dataset (uploaded),real_dataset
Chennai,"Venkateshwarpuram,Oragadam Ambattur",House,2,1146,3,0,8000000,6980.8,India real-estate dataset (uploaded),real_dataset
Chennai,"Suriyammapet, Saidapet",Villa,3,3200,3,1,65000000,20312.5,India real-estate dataset (uploaded),real_dataset
Chennai,"Seetharam Nagar, Kodungaiyur West",House,5,2200,4,1,25000000,11363.64,India real-estate dataset (uploaded),real_dataset
Chennai,Maraimalai Nagar,House,3,1500,3,1,8500000,5666.67,India real-estate dataset (uploaded),real_dataset
Chennai,"Pleasant home Guduvanchery,Kannivakkam",House,3,1447,3,1,5100000,3524.53,India real-estate dataset (uploaded),real_dataset
Chennai,"Arjunamedu, Thiruverkkadu",House,6,5000,5,1,16500000,3300.0,India real-estate dataset (uploaded),real_dataset
Chennai,Chembarambakkam,Apartment,2,1250,3,0,6200000,4960.0,India real-estate dataset (uploaded),real_dataset
Chennai,Hirco Palace Gardens,Apartment,3,2256,4,1,10500000,4654.26,India real-estate dataset (uploaded),real_dataset
Chennai,"Aavasa pa,Civil Aviation Colony, Nanganallur",Apartment,2,989,3,0,12500000,12639.03,India real-estate dataset (uploaded),real_dataset
Chennai,Maraimalai Nagar,House,7,6000,4,1,25000000,4166.67,India real-estate dataset (uploaded),real_dataset
Chennai,Hirco Palace Gardens,Apartment,4,2804,4,1,13000000,4636.23,India real-estate dataset (uploaded),real_dataset
Chennai,Hirco Palace Gardens,Apartment,3,2256,4,1,9500000,4210.99,India real-estate dataset (uploaded),real_dataset
Chennai,Adhanur,Apartment,1,627,2,1,2700000,4306.22,India real-estate dataset (uploaded),real_dataset
Chennai,Ottiambakkam,Villa,3,1000,3,1,1200000,1200.0,India real-estate dataset (uploaded),real_dataset
Chennai,"MGR Nagar, Ayappakkam",Apartment,2,935,3,0,3800000,4064.17,India real-estate dataset (uploaded),real_dataset
Chennai,Maraimalai Nagar,House,2,920,3,0,4500000,4891.3,India real-estate dataset (uploaded),real_dataset
Chennai,Maraimalai Nagar Part,House,5,958,3,1,12000000,12526.1,India real-estate dataset (uploaded),real_dataset
Chennai,Chikkarayapuram,House,2,1000,3,0,5300000,5300.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Panneer Nagar, Mogappair",House,3,2270,4,1,30000000,13215.86,India real-estate dataset (uploaded),real_dataset
Chennai,Nayapakkam,Villa,3,1550,3,1,5700000,3677.42,India real-estate dataset (uploaded),real_dataset
Chennai,"Pari Nagar, Pallikaranai",House,4,5100,5,1,25000000,4901.96,India real-estate dataset (uploaded),real_dataset
Chennai,Kundrathur,Apartment,7,3500,5,1,13000000,3714.29,India real-estate dataset (uploaded),real_dataset
Chennai,Iyyapa Nagar,House,2,1150,3,1,4200000,3652.17,India real-estate dataset (uploaded),real_dataset
Chennai,"Saibaba Nagar, Pallikaranai",Apartment,2,750,2,1,3800000,5066.67,India real-estate dataset (uploaded),real_dataset
Chennai,"Muthu Gardens,Kumudam Nagar, Mugalivakkam",Apartment,1,735,2,1,3900000,5306.12,India real-estate dataset (uploaded),real_dataset
Chennai,Vandalur,House,4,2392,4,1,11000000,4598.66,India real-estate dataset (uploaded),real_dataset
Chennai,Mahabalipuram,House,2,810,3,1,3800000,4691.36,India real-estate dataset (uploaded),real_dataset
Chennai,Oragadam Sriperambattur,Apartment,2,875,3,0,2700000,3085.71,India real-estate dataset (uploaded),real_dataset
Chennai,Moolakazhani,Apartment,3,1550,3,0,4700000,3032.26,India real-estate dataset (uploaded),real_dataset
Chennai,Singaperumal Koil,Villa,3,1240,3,1,5450000,4395.16,India real-estate dataset (uploaded),real_dataset
Chennai,"Prasid homes,Nemilicheri",House,3,1200,3,1,5200000,4333.33,India real-estate dataset (uploaded),real_dataset
Chennai,"Jagannatha Nagar, Arumbakkam",House,8,5400,5,1,45000000,8333.33,India real-estate dataset (uploaded),real_dataset
Chennai,"Saradha Nagar, Virugambakkam",Apartment,0,805,3,0,5300000,6583.85,India real-estate dataset (uploaded),real_dataset
Chennai,"Dev homes,Annanur, Cholambedu",Apartment,2,903,3,1,3395000,3759.69,India real-estate dataset (uploaded),real_dataset
Chennai,"Mehta Nagar, Thiruneermalai",House,2,1013,3,0,7000000,6910.17,India real-estate dataset (uploaded),real_dataset
Chennai,Perumalpattu,House,1,600,2,0,2700000,4500.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Mahakavi Bharathiyar Nagar, Vyasarpadi",Apartment,2,641,2,1,4200000,6552.26,India real-estate dataset (uploaded),real_dataset
Chennai,Madambakkam,House,4,2400,4,1,12500000,5208.33,India real-estate dataset (uploaded),real_dataset
Chennai,"Gomathipuram, Thirunindravur",House,1,800,5,0,5000000,6250.0,India real-estate dataset (uploaded),real_dataset
Chennai,"South kolathur, Kovilambakkam",House,3,2500,4,1,13500000,5400.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Azhakapuri Nagar, Ramapuram",House,6,3300,1,1,45000000,13636.36,India real-estate dataset (uploaded),real_dataset
Chennai,"Arun Excello Madhulika Apartments ,Padappai",Apartment,2,695,2,0,2000000,2877.7,India real-estate dataset (uploaded),real_dataset
Chennai,Ponmar,Apartment,2,966,3,1,6800000,7039.34,India real-estate dataset (uploaded),real_dataset
Chennai,Ayakolathur,Apartment,2,906,3,1,3000000,3311.26,India real-estate dataset (uploaded),real_dataset
Chennai,"Kathirvedu, Puzhal",House,1,950,3,1,6000000,6315.79,India real-estate dataset (uploaded),real_dataset
Chennai,Ponmar,Villa,3,1800,3,1,12000000,6666.67,India real-estate dataset (uploaded),real_dataset
Chennai,"MERINAA ,Padur",Apartment,2,1200,3,1,3050000,2541.67,India real-estate dataset (uploaded),real_dataset
Chennai,Pudupakkam,Apartment,3,986,3,0,3000000,3042.6,India real-estate dataset (uploaded),real_dataset
Chennai,"Shree Kumaran Nagar, Kovur",House,5,2500,4,1,9000000,3600.0,India real-estate dataset (uploaded),real_dataset
Chennai,Othivakkam R.F.,House,2,1350,3,1,7500000,5555.56,India real-estate dataset (uploaded),real_dataset
Chennai,"VGP Layout, Palavakkam",Apartment,0,680,2,0,3200000,4705.88,India real-estate dataset (uploaded),real_dataset
Chennai,"Jayalalitha Nagar, Mogappair",House,3,3000,6,1,50000000,16666.67,India real-estate dataset (uploaded),real_dataset
Chennai,"Bala Rukmani Flats,Velachery",Apartment,2,985,3,1,6400000,6497.46,India real-estate dataset (uploaded),real_dataset
Chennai,Oragadam Sriperambattur,Apartment,2,760,2,0,4500000,5921.05,India real-estate dataset (uploaded),real_dataset
Chennai,"Sakthi Avenue, Gerugambakkam",House,4,2400,4,1,14000000,5833.33,India real-estate dataset (uploaded),real_dataset
Chennai,"CRK Gardens,Prem Nagar, Pozhichalur",Apartment,1,363,1,1,1700000,4683.2,India real-estate dataset (uploaded),real_dataset
Chennai,Vallakkottai,Villa,3,1497,3,0,9900000,6613.23,India real-estate dataset (uploaded),real_dataset
Chennai,Perungalathur,Apartment,1,500,2,0,5500000,11000.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Kanappasamy Nagar, Puzhal",Villa,5,2800,4,1,17000000,6071.43,India real-estate dataset (uploaded),real_dataset
Chennai,Ayapakkam,House,1,430,2,1,3500000,8139.53,India real-estate dataset (uploaded),real_dataset
Chennai,Mudichur,House,3,2040,4,1,8500000,4166.67,India real-estate dataset (uploaded),real_dataset
Chennai,Abiramapuram,Apartment,4,2000,1,1,22000000,11000.0,India real-estate dataset (uploaded),real_dataset
Chennai,Choolai,House,7,1550,3,1,20000000,12903.23,India real-estate dataset (uploaded),real_dataset
Chennai,Pennalur,Apartment,1,555,2,1,2300000,4144.14,India real-estate dataset (uploaded),real_dataset
Chennai,Mambakkam-Chengalpattu,Apartment,3,1150,3,1,5900000,5130.43,India real-estate dataset (uploaded),real_dataset
Chennai,Mambakkam-Chengalpattu,Apartment,3,1150,3,0,5900000,5130.43,India real-estate dataset (uploaded),real_dataset
Chennai,Mambakkam-Chengalpattu,Apartment,3,1150,3,1,5900000,5130.43,India real-estate dataset (uploaded),real_dataset
Chennai,"ECO TREE ,Mambakkam-Chengalpattu",Apartment,3,1000,3,1,5300000,5300.0,India real-estate dataset (uploaded),real_dataset
Chennai,"ECO TREE ,Mambakkam-Chengalpattu",Apartment,3,1000,3,1,5300000,5300.0,India real-estate dataset (uploaded),real_dataset
Chennai,Manimangalam,Apartment,3,1250,3,0,7500000,6000.0,India real-estate dataset (uploaded),real_dataset
Chennai,"chandru gardens,Vasuki Nagar, Pulianthope",Apartment,2,852,3,0,7000000,8215.96,India real-estate dataset (uploaded),real_dataset
Chennai,Perungalathur,Apartment,1,600,2,1,5600000,9333.33,India real-estate dataset (uploaded),real_dataset
Chennai,"Bk flat mannivakkam ,Mannivakkam",Apartment,2,1050,3,0,2900000,2761.9,India real-estate dataset (uploaded),real_dataset
Chennai,Sevvapet,House,3,1500,3,0,6500000,4333.33,India real-estate dataset (uploaded),real_dataset
Chennai,Sevvapet,House,3,1276,3,1,6500000,5094.04,India real-estate dataset (uploaded),real_dataset
Chennai,"Nolambur, Ambattur Industrial Estate",Apartment,2,1052,3,1,8300000,7889.73,India real-estate dataset (uploaded),real_dataset
Chennai,"Gandhi Nagar, Porur",Apartment,2,1122,3,1,8000000,7130.12,India real-estate dataset (uploaded),real_dataset
Chennai,Vengabakkam,House,3,1650,3,1,8500000,5151.52,India real-estate dataset (uploaded),real_dataset
Chennai,Oragadam Sriperambattur,Apartment,4,2350,4,1,11500000,4893.62,India real-estate dataset (uploaded),real_dataset
Chennai,Kottavakkam,House,5,1290,3,0,12000000,9302.33,India real-estate dataset (uploaded),real_dataset
Chennai,"korathur,Venkataraman Nagar, Korattur",House,3,1850,3,1,150000000,81081.08,India real-estate dataset (uploaded),real_dataset
Chennai,"Agraharam, Kil Ayanambakkam",Apartment,1,573,2,0,3000000,5235.6,India real-estate dataset (uploaded),real_dataset
Chennai,Kilapakkam,Apartment,2,1265,3,1,14500000,11462.45,India real-estate dataset (uploaded),real_dataset
Chennai,Madurantakam,House,2,3919,2,1,16000000,4082.67,India real-estate dataset (uploaded),real_dataset
Chennai,"N tree,Vayalur",Villa,2,1100,3,1,3400000,3090.91,India real-estate dataset (uploaded),real_dataset
Chennai,"Blue Coastal Resort ,Kadalur",Villa,2,1032,3,0,3800000,3682.17,India real-estate dataset (uploaded),real_dataset
Chennai,"Rathinamangalam ,Rathinamangalam",House,4,1620,3,1,7300000,4506.17,India real-estate dataset (uploaded),real_dataset
Chennai,"Maruthi enclave ,Kattur",Apartment,2,780,2,1,4500000,5769.23,India real-estate dataset (uploaded),real_dataset
Chennai,Thirukovilur,House,2,725,2,0,3200000,4413.79,India real-estate dataset (uploaded),real_dataset
Chennai,Mambakkam-Chengalpattu,Apartment,2,870,3,0,4000000,4597.7,India real-estate dataset (uploaded),real_dataset
Chennai,"Nagappa Nagar, Chromepet",Villa,5,4200,5,1,47500000,11309.52,India real-estate dataset (uploaded),real_dataset
Chennai,"Poonga Nagar, Thiruvallur",House,3,1600,3,0,7500000,4687.5,India real-estate dataset (uploaded),real_dataset
Chennai,Athipatttu,Apartment,2,840,3,1,4620000,5500.0,India real-estate dataset (uploaded),real_dataset
Chennai,"ungal kanavu illam,Melakottaiyur",Apartment,2,650,2,1,2500000,3846.15,India real-estate dataset (uploaded),real_dataset
Chennai,Oragadam Sriperambattur,Apartment,0,575,2,1,1900000,3304.35,India real-estate dataset (uploaded),real_dataset
Chennai,"vinyagapur,Viraraghavapuram, Avadi",House,0,2400,4,1,28900000,12041.67,India real-estate dataset (uploaded),real_dataset
Chennai,"anotny,Patel Nagar, West Tambaram",House,4,2000,2,1,13000000,6500.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Adayalampet, Maduravoyal",House,1,2400,4,1,21500000,8958.33,India real-estate dataset (uploaded),real_dataset
Chennai,Karayanchavadi,House,2,1200,3,1,12000000,10000.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Alex flat,Ponni Nagar, Madhanandapuram",Apartment,0,1500,3,0,2700000,1800.0,India real-estate dataset (uploaded),real_dataset
Chennai,"jasmine springs,Kelambakkam",Apartment,0,302,1,1,1700000,5629.14,India real-estate dataset (uploaded),real_dataset
Chennai,Thirumudivakkam,House,2,2000,3,1,9000000,4500.0,India real-estate dataset (uploaded),real_dataset
Chennai,Vengadamangalam,House,4,1800,3,1,9500000,5277.78,India real-estate dataset (uploaded),real_dataset
Chennai,Oragadam Sriperambattur,Apartment,2,690,2,0,2100000,3043.48,India real-estate dataset (uploaded),real_dataset
Chennai,Ennore,House,4,3000,6,1,35000000,11666.67,India real-estate dataset (uploaded),real_dataset
Chennai,"Perumalpet, Purasawalkam",Villa,3,2200,4,1,50000000,22727.27,India real-estate dataset (uploaded),real_dataset
Chennai,"Raman Nagar, Perambur",House,1,1600,3,1,13600000,8500.0,India real-estate dataset (uploaded),real_dataset
Chennai,Kelambakkam,House,4,4100,5,1,19000000,4634.15,India real-estate dataset (uploaded),real_dataset
Chennai,"Star Grandeur,Parthasarathy Puram, T Nagar",Apartment,3,1777,3,1,28500000,16038.27,India real-estate dataset (uploaded),real_dataset
Chennai,"Blue Coastal Resort ,Kadalur",Villa,2,1032,3,1,3800000,3682.17,India real-estate dataset (uploaded),real_dataset
Chennai,"VGN AVIV ,Thiruthani",Apartment,2,1171,3,0,6000000,5123.83,India real-estate dataset (uploaded),real_dataset
Chennai,Siruseri,Apartment,2,1200,3,0,7000000,5833.33,India real-estate dataset (uploaded),real_dataset
Chennai,"sbioa,Mambakkam-Chengalpattu",Apartment,3,1521,3,0,7000000,4602.24,India real-estate dataset (uploaded),real_dataset
Chennai,Chettipunyam,Apartment,2,919,3,1,3200000,3482.05,India real-estate dataset (uploaded),real_dataset
Chennai,"Anna Nagar, Chengalpattu",House,4,2400,4,1,10000000,4166.67,India real-estate dataset (uploaded),real_dataset
Chennai,"Kandasamy Nagar, Palavakkam",House,3,3010,4,1,45000000,14950.17,India real-estate dataset (uploaded),real_dataset
Chennai,"ambal house,Sevlimedu",Apartment,2,1060,3,1,4200000,3962.26,India real-estate dataset (uploaded),real_dataset
Chennai,"Kumizhi, Nallambakkam",Apartment,2,1235,3,0,16700000,13522.27,India real-estate dataset (uploaded),real_dataset
Chennai,Appur R.F.,Villa,2,910,3,0,5500000,6043.96,India real-estate dataset (uploaded),real_dataset
Chennai,Mevalurkuppam,Apartment,2,610,2,1,2100000,3442.62,India real-estate dataset (uploaded),real_dataset
Chennai,"Srinivasa Palms,Oragadam Sriperambattur",Villa,2,720,2,0,2941000,4084.72,India real-estate dataset (uploaded),real_dataset
Chennai,"NCR Navganesh Encalve,Kathirvedu, Puzhal",Apartment,2,766,2,1,3500000,4569.19,India real-estate dataset (uploaded),real_dataset
Chennai,Avadi,Apartment,2,724,2,0,3000000,4143.65,India real-estate dataset (uploaded),real_dataset
Chennai,Cheyur,House,0,1320,3,1,1900000,1439.39,India real-estate dataset (uploaded),real_dataset
Chennai,"Arun Excello Heights,Gandhi Nagar, Oragadam Ambattur",Apartment,1,695,2,1,2600000,3741.01,India real-estate dataset (uploaded),real_dataset
Chennai,"Nesamani Nagar, Perumbakkam",Apartment,1,538,2,1,3950000,7342.01,India real-estate dataset (uploaded),real_dataset
Chennai,"BT Nagar, Gerugambakkam",House,4,2400,4,1,16000000,6666.67,India real-estate dataset (uploaded),real_dataset
Chennai,Madurantakam,House,1,900,3,0,4000000,4444.44,India real-estate dataset (uploaded),real_dataset
Chennai,Pennalur,Apartment,2,645,2,1,1500000,2325.58,India real-estate dataset (uploaded),real_dataset
Chennai,"Ma. Po. Si. Nagar, Thiruvallur",Apartment,1,1500,3,1,7000000,4666.67,India real-estate dataset (uploaded),real_dataset
Chennai,"Lifestyle Apartment,Padur",Apartment,1,520,2,1,1950000,3750.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Lalitha Nagar, Thiruvanmiyur",Villa,2,1600,3,1,15000000,9375.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Maxworth Nagar Phase 1, Kolapakkam",Apartment,0,578,2,0,4200000,7266.44,India real-estate dataset (uploaded),real_dataset
Chennai,Kalpakkam,House,2,2750,4,1,7500000,2727.27,India real-estate dataset (uploaded),real_dataset
Chennai,NRI Center City,Apartment,2,900,3,0,12000000,13333.33,India real-estate dataset (uploaded),real_dataset
Chennai,"Sree Lakshana homes,Chettipunyam",Apartment,2,923,3,0,2575000,2789.82,India real-estate dataset (uploaded),real_dataset
Chennai,"ONGC Housing, Anna Nagar West Extension",Villa,10,6675,1,1,80000000,11985.02,India real-estate dataset (uploaded),real_dataset
Chennai,Thirumullaivoyal,House,3,1300,3,0,16000000,12307.69,India real-estate dataset (uploaded),real_dataset
Chennai,Edaikazhinadu,Apartment,1,750,2,0,4000000,5333.33,India real-estate dataset (uploaded),real_dataset
Chennai,Ammapettai,Apartment,3,1600,3,1,4000000,2500.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Esther Paradise,Nallur",House,1,5000,5,1,30000000,6000.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Pandur, Kumuzhi R.F.",House,2,680,2,1,3300000,4852.94,India real-estate dataset (uploaded),real_dataset
Chennai,"TMP Nagar, Padi",House,5,2850,4,1,35000000,12280.7,India real-estate dataset (uploaded),real_dataset
Chennai,Ammapettai,Apartment,3,1600,3,0,4600000,2875.0,India real-estate dataset (uploaded),real_dataset
Chennai,Sevvapet,House,5,1600,3,0,100000000,62500.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Sri harinee builders,Arjunamedu, Thiruverkkadu",Apartment,2,1100,3,1,4400000,4000.0,India real-estate dataset (uploaded),real_dataset
Chennai,Puzhal,House,4,2400,4,1,9000000,3750.0,India real-estate dataset (uploaded),real_dataset
Chennai,Chettipunyam,Apartment,2,1150,3,1,4000000,3478.26,India real-estate dataset (uploaded),real_dataset
Chennai,"Thirunagar, Jafferkhanpet",House,5,950,3,0,16500000,17368.42,India real-estate dataset (uploaded),real_dataset
Chennai,Ponneri,Villa,3,3200,6,1,10000000,3125.0,India real-estate dataset (uploaded),real_dataset
Chennai,Mambakkam-Chengalpattu,House,1,800,4,0,3700000,4625.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Guru Swamy Nagar, Anakaputhur",Apartment,2,727,2,1,3500000,4814.31,India real-estate dataset (uploaded),real_dataset
Chennai,"Nolambur, Ambattur Industrial Estate",Apartment,2,902,3,1,5500000,6097.56,India real-estate dataset (uploaded),real_dataset
Chennai,Maraimalai Nagar,House,3,940,3,0,2700000,2872.34,India real-estate dataset (uploaded),real_dataset
Chennai,Kovur,Villa,2,3200,4,1,17500000,5468.75,India real-estate dataset (uploaded),real_dataset
Chennai,"Anna Nagar, Chengalpattu",House,2,600,2,0,3270000,5450.0,India real-estate dataset (uploaded),real_dataset
Chennai,Padur,Villa,5,3200,1,1,19000000,5937.5,India real-estate dataset (uploaded),real_dataset
Chennai,Muttukadu,Apartment,3,1650,3,1,12700000,7696.97,India real-estate dataset (uploaded),real_dataset
Chennai,Maraimalai Nagar,Villa,2,800,4,1,3700000,4625.0,India real-estate dataset (uploaded),real_dataset
Chennai,"Anna Nagar, Chengalpattu",House,1,600,2,1,2200000,3666.67,India real-estate dataset (uploaded),real_dataset
Chennai,"Korattur Tank, Korattur",House,3,4800,5,1,60000000,12500.0,India real-estate dataset (uploaded),real_dataset
Chennai,Ayapakkam,Villa,3,2000,2,1,15000000,7500.0,India real-estate dataset (uploaded),real_dataset
Chennai,Thiruvellavoyal,House,2,900,3,1,6000000,6666.67,India real-estate dataset (uploaded),real_dataset
Chennai,"Sri Durga Vijiya Apartment Arumbakkam,Jagannatha Nagar, Arumbakkam",Apartment,2,1079,3,0,7500000,6950.88,India real-estate dataset (uploaded),real_dataset
Chennai,"Mahindra Lifespaces Happinest,Paranur",Apartment,1,533,2,1,30000000,56285.18,India real-estate dataset (uploaded),real_dataset
Chennai,"Mahindra Lifespaces Happinest,Paranur",Apartment,2,1000,3,0,50000000,50000.0,India real-estate dataset (uploaded),real_dataset
Chennai,Alagasanagar,House,2,2000,1,1,10500000,5250.0,India real-estate dataset (uploaded),real_dataset
Chennai,Alagasanagar,House,5,4000,2,1,20000000,5000.0,India real-estate dataset (uploaded),real_dataset
Chennai,Alagasanagar,House,1,700,2,0,5000000,7142.86,India real-estate dataset (uploaded),real_dataset
Chennai,Avadi,Apartment,2,690,2,0,3000000,4347.83,India real-estate dataset (uploaded),real_dataset
Chennai,"Ambedkar Nagar, Thirumullaivoyal",Apartment,2,922,3,1,4200000,4555.31,India real-estate dataset (uploaded),real_dataset
Chennai,"Nova Life Space,Mogappair West, Ambattur Industrial Estate",Apartment,2,1052,3,0,8400000,7984.79,India real-estate dataset (uploaded),real_dataset
Chennai,"Mahakavi Bharathiyar Nagar, Vyasarpadi",House,3,860,3,1,9500000,11046.51,India real-estate dataset (uploaded),real_dataset
